(61, '苗六'), '白嫖', (26, '荆四'), -1
(69, '卞九'), '抬杠', (90, '黎八'), -1
(35, '孙五'), '拱火', (44, '沈五'), -1
(7, '殷八'), '点踩', (23, '寇七'), -1
(17, '麻四'), '点踩', (30, '计二'), -1
(4, '仇九'), '收藏', (94, '花四'), 1
(92, '万五'), '转发', (66, '干六'), 1
(99, '黄大'), '白嫖', (54, '冯七'), -1
(41, '慕七'), '白嫖', (52, '池九'), -1
(31, '章三'), '转发', (100, '熊七'), 1
(85, '符十'), '抹黑', (57, '姚三'), -1
(97, '蒋九'), '抹黑', (75, '段六'), -1
(72, '蒯二'), '收藏', (52, '池九'), 1
(72, '蒯二'), '拱火', (64, '丰八'), -1
(19, '路九'), '抹黑', (42, '毋大'), -1
(63, '段九'), '抹黑', (96, '饶四'), -1
(23, '寇七'), '投币', (24, '狄四'), 1
(57, '姚三'), '抬杠', (89, '沙二'), -1
(42, '毋大'), '抬杠', (6, '桂七'), -1
(24, '狄四'), '白嫖', (93, '贲九'), -1
(99, '黄大'), '白嫖', (38, '养二'), -1
(6, '桂七'), '白嫖', (82, '胡四'), -1
(23, '寇七'), '抹黑', (59, '晏三'), -1
(76, '荣四'), '抬杠', (23, '寇七'), -1
(19, '路九'), '点踩', (28, '董五'), -1
(60, '解七'), '三连', (14, '闵五'), 1
(42, '毋大'), '抹黑', (41, '慕七'), -1
(86, '余大'), '拱火', (49, '利九'), -1
(4, '仇九'), '转发', (40, '归三'), 1
(15, '蔚十'), '抹黑', (38, '养二'), -1
(46, '海九'), '三连', (85, '符十'), 1
(68, '东五'), '三连', (64, '丰八'), 1
(38, '养二'), '点赞', (68, '东五'), 1
(29, '云大'), '收藏', (80, '弘三'), 1
(78, '强六'), '拱火', (46, '海九'), -1
(14, '闵五'), '抹黑', (46, '海九'), -1
(63, '段九'), '点踩', (97, '蒋九'), -1
(15, '蔚十'), '转发', (75, '段六'), 1
(61, '苗六'), '转发', (42, '毋大'), 1
(90, '黎八'), '抬杠', (56, '范五'), -1
(52, '池九'), '三连', (8, '许九'), 1
(19, '路九'), '点踩', (27, '蔺八'), -1
(79, '束七'), '拱火', (67, '薛七'), -1
(8, '许九'), '投币', (3, '扈八'), 1
(56, '范五'), '点赞', (19, '路九'), 1
(69, '卞九'), '抬杠', (52, '池九'), -1
(20, '通五'), '抹黑', (53, '暨九'), -1
(74, '訾五'), '点踩', (80, '弘三'), -1
(88, '施三'), '点赞', (7, '殷八'), 1
(11, '容八'), '收藏', (67, '薛七'), 1
(73, '仰大'), '点踩', (61, '苗六'), -1
(55, '甘四'), '抬杠', (77, '梅二'), -1
(53, '暨九'), '抹黑', (79, '束七'), -1
(95, '汲四'), '投币', (53, '暨九'), 1
(76, '荣四'), '抹黑', (84, '衡八'), -1
(57, '姚三'), '抹黑', (43, '祖六'), -1
(29, '云大'), '三连', (8, '许九'), 1
(87, '商三'), '抹黑', (6, '桂七'), -1
(68, '东五'), '三连', (79, '束七'), 1
(3, '扈八'), '抹黑', (11, '容八'), -1
(56, '范五'), '收藏', (7, '殷八'), 1
(23, '寇七'), '三连', (61, '苗六'), 1
(43, '祖六'), '抬杠', (20, '通五'), -1
(73, '仰大'), '白嫖', (68, '东五'), -1
(32, '和七'), '抹黑', (81, '谢大'), -1
(70, '郏二'), '抬杠', (23, '寇七'), -1
(26, '荆四'), '白嫖', (16, '杨二'), -1
(96, '饶四'), '投币', (79, '束七'), 1
(2, '楚十'), '拱火', (30, '计二'), -1
(85, '符十'), '点踩', (77, '梅二'), -1
(11, '容八'), '三连', (31, '章三'), 1
(48, '蔡二'), '投币', (40, '归三'), 1
(100, '熊七'), '白嫖', (78, '强六'), -1
(6, '桂七'), '点踩', (93, '贲九'), -1
(14, '闵五'), '点踩', (34, '庄七'), -1
(80, '弘三'), '转发', (47, '皮大'), 1
(73, '仰大'), '抹黑', (13, '黄三'), -1
(55, '甘四'), '白嫖', (36, '逄四'), -1
(13, '黄三'), '抬杠', (23, '寇七'), -1
(20, '通五'), '抬杠', (31, '章三'), -1
(12, '黄三'), '投币', (55, '甘四'), 1
(40, '归三'), '点赞', (5, '宦三'), 1
(33, '薛三'), '点踩', (28, '董五'), -1
(25, '席六'), '投币', (24, '狄四'), 1
(18, '成六'), '拱火', (96, '饶四'), -1
(98, '卞四'), '收藏', (61, '苗六'), 1
(96, '饶四'), '投币', (58, '暴二'), 1
(88, '施三'), '转发', (2, '楚十'), 1
(83, '程二'), '投币', (40, '归三'), 1
(50, '林八'), '白嫖', (40, '归三'), -1
(27, '蔺八'), '点赞', (94, '花四'), 1
(9, '後二'), '拱火', (85, '符十'), -1
(58, '暴二'), '投币', (72, '蒯二'), 1
(100, '熊七'), '白嫖', (36, '逄四'), -1
(62, '吴七'), '收藏', (47, '皮大'), 1
(69, '卞九'), '抬杠', (8, '许九'), -1
(27, '蔺八'), '抹黑', (81, '谢大'), -1
(90, '黎八'), '抬杠', (13, '黄三'), -1
(54, '冯七'), '点赞', (9, '後二'), 1
(67, '薛七'), '投币', (25, '席六'), 1
(44, '沈五'), '抬杠', (72, '蒯二'), -1
(60, '解七'), '白嫖', (31, '章三'), -1
(77, '梅二'), '抬杠', (59, '晏三'), -1
(90, '黎八'), '转发', (79, '束七'), 1
(78, '强六'), '点赞', (1, '雍大'), 1
(69, '卞九'), '收藏', (9, '後二'), 1
(38, '养二'), '抬杠', (83, '程二'), -1
(5, '宦三'), '投币', (24, '狄四'), 1
(79, '束七'), '投币', (62, '吴七'), 1
(26, '荆四'), '拱火', (87, '商三'), -1
(42, '毋大'), '收藏', (13, '黄三'), 1
(75, '段六'), '点赞', (83, '程二'), 1
(21, '应二'), '抹黑', (46, '海九'), -1
(96, '饶四'), '点踩', (49, '利九'), -1
(90, '黎八'), '拱火', (18, '成六'), -1
(93, '贲九'), '收藏', (79, '束七'), 1
(69, '卞九'), '点赞', (39, '郎四'), 1
(8, '许九'), '抹黑', (83, '程二'), -1
(36, '逄四'), '投币', (61, '苗六'), 1
(5, '宦三'), '抬杠', (91, '狄九'), -1
(41, '慕七'), '投币', (64, '丰八'), 1
(43, '祖六'), '转发', (35, '孙五'), 1
(66, '干六'), '收藏', (86, '余大'), 1
(88, '施三'), '转发', (41, '慕七'), 1
(30, '计二'), '三连', (68, '东五'), 1
(25, '席六'), '三连', (76, '荣四'), 1
(54, '冯七'), '抬杠', (17, '麻四'), -1
(58, '暴二'), '白嫖', (81, '谢大'), -1
(9, '後二'), '点赞', (25, '席六'), 1
(67, '薛七'), '收藏', (32, '和七'), 1
(60, '解七'), '投币', (28, '董五'), 1
(13, '黄三'), '白嫖', (78, '强六'), -1
(37, '殳七'), '三连', (7, '殷八'), 1
(26, '荆四'), '抹黑', (61, '苗六'), -1
(20, '通五'), '收藏', (73, '仰大'), 1
(38, '养二'), '三连', (22, '钱五'), 1
(17, '麻四'), '三连', (19, '路九'), 1
(52, '池九'), '收藏', (14, '闵五'), 1
(16, '杨二'), '抬杠', (35, '孙五'), -1
(76, '荣四'), '拱火', (91, '狄九'), -1
(42, '毋大'), '点赞', (31, '章三'), 1
(63, '段九'), '三连', (79, '束七'), 1
(64, '丰八'), '拱火', (7, '殷八'), -1
(74, '訾五'), '拱火', (75, '段六'), -1
(93, '贲九'), '收藏', (86, '余大'), 1
(86, '余大'), '三连', (30, '计二'), 1
(74, '訾五'), '拱火', (94, '花四'), -1
(54, '冯七'), '白嫖', (25, '席六'), -1
(82, '胡四'), '转发', (18, '成六'), 1
(7, '殷八'), '收藏', (97, '蒋九'), 1
(68, '东五'), '白嫖', (61, '苗六'), -1
(50, '林八'), '收藏', (47, '皮大'), 1
(20, '通五'), '拱火', (67, '薛七'), -1
(49, '利九'), '三连', (3, '扈八'), 1
(16, '杨二'), '收藏', (40, '归三'), 1
(6, '桂七'), '白嫖', (51, '翁三'), -1
(27, '蔺八'), '抬杠', (34, '庄七'), -1
(15, '蔚十'), '点踩', (23, '寇七'), -1
(6, '桂七'), '收藏', (41, '慕七'), 1
(88, '施三'), '拱火', (33, '薛三'), -1
(87, '商三'), '点赞', (4, '仇九'), 1
(97, '蒋九'), '点赞', (51, '翁三'), 1
(43, '祖六'), '抬杠', (24, '狄四'), -1
(76, '荣四'), '白嫖', (38, '养二'), -1
(3, '扈八'), '点赞', (73, '仰大'), 1
(62, '吴七'), '点赞', (51, '翁三'), 1
(93, '贲九'), '三连', (88, '施三'), 1
(61, '苗六'), '投币', (85, '符十'), 1
(86, '余大'), '收藏', (61, '苗六'), 1
(30, '计二'), '拱火', (74, '訾五'), -1
(63, '段九'), '白嫖', (29, '云大'), -1
(43, '祖六'), '收藏', (74, '訾五'), 1
(11, '容八'), '投币', (87, '商三'), 1
(58, '暴二'), '白嫖', (11, '容八'), -1
(95, '汲四'), '转发', (68, '东五'), 1
(65, '邓七'), '点赞', (26, '荆四'), 1
(49, '利九'), '三连', (77, '梅二'), 1
(50, '林八'), '收藏', (73, '仰大'), 1
(41, '慕七'), '拱火', (30, '计二'), -1
(13, '黄三'), '抹黑', (41, '慕七'), -1
(57, '姚三'), '白嫖', (98, '卞四'), -1
(46, '海九'), '收藏', (33, '薛三'), 1
(6, '桂七'), '转发', (79, '束七'), 1
(33, '薛三'), '抬杠', (31, '章三'), -1
(6, '桂七'), '点踩', (38, '养二'), -1
(85, '符十'), '三连', (2, '楚十'), 1
(23, '寇七'), '白嫖', (63, '段九'), -1
(99, '黄大'), '点赞', (38, '养二'), 1
(100, '熊七'), '投币', (65, '邓七'), 1
(98, '卞四'), '拱火', (23, '寇七'), -1
(29, '云大'), '收藏', (15, '蔚十'), 1
(52, '池九'), '点踩', (55, '甘四'), -1
(23, '寇七'), '投币', (3, '扈八'), 1
(1, '雍大'), '转发', (18, '成六'), 1
(26, '荆四'), '白嫖', (7, '殷八'), -1
(31, '章三'), '点踩', (67, '薛七'), -1
(40, '归三'), '三连', (12, '黄三'), 1
(75, '段六'), '转发', (6, '桂七'), 1
(24, '狄四'), '拱火', (9, '後二'), -1
(37, '殳七'), '点踩', (72, '蒯二'), -1
(72, '蒯二'), '抹黑', (64, '丰八'), -1
(49, '利九'), '点踩', (76, '荣四'), -1
(8, '许九'), '抬杠', (9, '後二'), -1
(57, '姚三'), '点赞', (55, '甘四'), 1
(19, '路九'), '投币', (23, '寇七'), 1
(54, '冯七'), '拱火', (8, '许九'), -1
(31, '章三'), '点赞', (29, '云大'), 1
(78, '强六'), '抹黑', (60, '解七'), -1
(50, '林八'), '点踩', (74, '訾五'), -1
(91, '狄九'), '投币', (72, '蒯二'), 1
(94, '花四'), '点赞', (50, '林八'), 1
(61, '苗六'), '投币', (64, '丰八'), 1
(75, '段六'), '白嫖', (57, '姚三'), -1
(80, '弘三'), '抬杠', (42, '毋大'), -1
(13, '黄三'), '收藏', (15, '蔚十'), 1
(92, '万五'), '白嫖', (82, '胡四'), -1
(37, '殳七'), '抹黑', (86, '余大'), -1
(7, '殷八'), '抹黑', (30, '计二'), -1
(40, '归三'), '点踩', (2, '楚十'), -1
(88, '施三'), '收藏', (31, '章三'), 1
(9, '後二'), '收藏', (73, '仰大'), 1
(9, '後二'), '投币', (60, '解七'), 1
